item,string,int
2001523,关银屏,0
2001524,刘备,0
2001525,诸葛亮,0
2001526,张苞,0
2001527,赵云,0
2001528,刘备,0
2001529,荀彧,0
2001530,关羽,0
2001531,王异,0
2001532,许褚,0
2001533,甄姬,0
2001534,张辽,0
2001535,辛宪英,0
2001536,孙策,0
2001537,大乔,0
2001538,太史慈,0
2001539,周瑜,0
2001540,鲁肃,0
2001541,孙权,0
2001542,小乔,0
2001543,刘备,0
2001544,孙鲁育,0
2001545,太史慈,0
2001546,嬴政,0
2001547,关羽,0
2001548,袁术,0
2001549,蔡文姬,0
2001550,诸葛亮,0
2001551,廖化,0
2001552,法正,0
2001553,曹洪,0
2001554,马忠,0
2001555,曹植,0
2001556,诸葛瑾,0
2001557,卞喜,0
2001558,马谡,0
2001559,孙尚香,0
2001560,韩当,0
2001561,韩当,0
2001562,韩当,0
2001563,孙尚香,0
2001564,马谡,0
2001565,马忠,0
2001566,廖化,0
2001567,杨修,0
2001568,蒋干,0
2001569,孙尚香,0
2001570,曹植,0
2001571,徐晃,0
2001572,张春华,0
2001573,孙鲁育,0
2001574,甄姬,0
2001575,典韦,0
2001576,张苞,0
2001577,赵云,0
2001578,刘备,0
2001579,荀彧,0
2001580,马岱,0
2001581,王异,0
2001582,张苞,0
2001583,张辽,0
2001584,辛宪英,0
2001585,刘备,0
2001586,小乔,0
2001587,徐盛,0
2001588,李儒,0
2001589,周瑜,0
2001590,太史慈,0
2001591,西施,0
2001592,鲁肃,0
2001593,刘备,0
2001594,嬴政,0
2001595,诸葛亮,0
2001596,孙策,0
2001597,刘备,0
2001598,孙鲁育,0
2001599,蔡文姬,0
2001600,张辽,0
2001601,廖化,0
2001602,法正,0
2001603,曹洪,0
2001604,马忠,0
2001605,曹植,0
2001606,诸葛瑾,0
2001607,卞喜,0
2001608,马谡,0
2001609,孙尚香,0
2001610,韩当,0
2001611,韩当,0
2001612,韩当,0
2001613,孙尚香,0
2001614,马谡,0
2001615,马忠,0
2001616,廖化,0
2001617,杨修,0
2001618,蒋干,0
2001619,孙尚香,0
2001620,曹植,0
2001621,马超,0
2001622,张飞,0
2001623,关银屏,0
2001624,刘备,0
2001625,诸葛亮,0
2001626,张苞,0
2001627,赵云,0
2001628,刘备,0
2001629,荀彧,0
2001630,关羽,0
2001631,王异,0
2001632,许褚,0
2001633,甄姬,0
2001634,张辽,0
2001635,辛宪英,0
2001636,孙策,0
2001637,大乔,0
2001638,太史慈,0
2001639,周瑜,0
2001640,鲁肃,0
2001641,孙权,0
2001642,小乔,0
2001643,刘备,0
2001644,孙鲁育,0
2001645,太史慈,0
2001646,墨子,0
2001647,嬴政,0
2001648,周瑜,0
2001649,刘备,0
2001650,鲁肃,0
2001651,廖化,0
2001652,法正,0
2001653,曹洪,0
2001654,马忠,0
2001655,曹植,0
2001656,诸葛瑾,0
2001657,卞喜,0
2001658,马谡,0
2001659,孙尚香,0
2001660,韩当,0
2001661,韩当,0
2001662,韩当,0
2001663,孙尚香,0
2001664,马谡,0
2001665,马忠,0
2001666,廖化,0
2001667,杨修,0
2001668,蒋干,0
2001669,孙尚香,0
2001670,曹植,0
2001671,徐晃,0
2001672,嬴政,0
2001673,荀彧,0
2001674,刘备,0
2001675,张辽,0
2001676,张飞,0
2001677,赵云,0
2001678,刘备,0
2001679,诸葛亮,0
2001680,马岱,0
2001681,王异,0
2001682,张苞,0
2001683,关羽,0
2001684,蔡文姬,0
2001685,诸葛亮,0
2001686,孙策,0
2001687,徐盛,0
2001688,李儒,0
2001689,周瑜,0
2001690,鲁肃,0
2001691,西施,0
2001692,关羽,0
2001693,刘备,0
2001694,蔡文姬,0
2001695,太史慈,0
2001696,嬴政,0
2001697,吕布,0
2001698,蔡文姬,0
2001699,袁术,0
2001700,貂蝉,0
2001701,廖化,0
2001702,法正,0
2001703,曹洪,0
2001704,马忠,0
2001705,曹植,0
2001706,诸葛瑾,0
2001707,卞喜,0
2001708,马谡,0
2001709,孙尚香,0
2001710,韩当,0
2001711,韩当,0
2001712,韩当,0
2001713,孙尚香,0
2001714,马谡,0
2001715,马忠,0
2001716,廖化,0
2001717,杨修,0
2001718,蒋干,0
2001719,孙尚香,0
2001720,曹植,0
2001721,马超,0
2001722,张飞,0
2001723,关银屏,0
2001724,刘备,0
2001725,诸葛亮,0
2001726,张苞,0
2001727,赵云,0
2001728,刘备,0
2001729,荀彧,0
2001730,关羽,0
2001731,王异,0
2001732,许褚,0
2001733,甄姬,0
2001734,张辽,0
2001735,辛宪英,0
2001736,孙策,0
2001737,大乔,0
2001738,太史慈,0
2001739,周瑜,0
2001740,鲁肃,0
2001741,孙权,0
2001742,小乔,0
2001743,刘备,0
2001744,孙鲁育,0
2001745,太史慈,0
2001746,嬴政,0
2001747,吕布,0
2001748,蔡文姬,0
2001749,诸葛亮,0
2001750,关羽,0
2001751,廖化,0
2001752,法正,0
2001753,曹洪,0
2001754,马忠,0
2001755,曹植,0
2001756,诸葛瑾,0
2001757,卞喜,0
2001758,马谡,0
2001759,孙尚香,0
2001760,韩当,0
2001761,韩当,0
2001762,韩当,0
2001763,孙尚香,0
2001764,马谡,0
2001765,马忠,0
2001766,廖化,0
2001767,杨修,0
2001768,蒋干,0
2001769,孙尚香,0
2001770,曹植,0
2001771,马超,0
2001772,张飞,0
2001773,关银屏,0
2001774,刘备,0
2001775,诸葛亮,0
2001776,张苞,0
2001777,赵云,0
2001778,刘备,0
2001779,荀彧,0
2001780,关羽,0
2001781,王异,0
2001782,许褚,0
2001783,甄姬,0
2001784,张辽,0
2001785,辛宪英,0
2001786,孙策,0
2001787,大乔,0
2001788,太史慈,0
2001789,周瑜,0
2001790,鲁肃,0
2001791,孙权,0
2001792,小乔,0
2001793,刘备,0
2001794,孙鲁育,0
2001795,太史慈,0
2001796,嬴政,0
2001797,关羽,0
2001798,袁术,0
2001799,蔡文姬,0
2001800,诸葛亮,0
2001801,廖化,0
2001802,法正,0
2001803,曹洪,0
2001804,马忠,0
2001805,曹植,0
2001806,诸葛瑾,0
2001807,卞喜,0
2001808,马谡,0
2001809,孙尚香,0
2001810,韩当,0
2001811,韩当,0
2001812,韩当,0
2001813,孙尚香,0
2001814,马谡,0
2001815,马忠,0
2001816,廖化,0
2001817,杨修,0
2001818,蒋干,0
2001819,孙尚香,0
2001820,曹植,0
2001821,徐晃,0
2001822,张春华,0
2001823,孙鲁育,0
2001824,甄姬,0
2001825,典韦,0
2001826,张苞,0
2001827,赵云,0
2001828,刘备,0
2001829,荀彧,0
2001830,马岱,0
2001831,王异,0
2001832,张苞,0
2001833,张辽,0
2001834,辛宪英,0
2001835,刘备,0
2001836,小乔,0
2001837,徐盛,0
2001838,李儒,0
2001839,周瑜,0
2001840,太史慈,0
2001841,西施,0
2001842,鲁肃,0
2001843,刘备,0
2001844,嬴政,0
2001845,诸葛亮,0
2001846,孙策,0
2001847,刘备,0
2001848,孙鲁育,0
2001849,蔡文姬,0
2001850,张辽,0
2001851,廖化,0
2001852,法正,0
2001853,曹洪,0
2001854,马忠,0
2001855,曹植,0
2001856,诸葛瑾,0
2001857,卞喜,0
2001858,马谡,0
2001859,孙尚香,0
2001860,韩当,0
2001861,韩当,0
2001862,韩当,0
2001863,孙尚香,0
2001864,马谡,0
2001865,马忠,0
2001866,廖化,0
2001867,杨修,0
2001868,蒋干,0
2001869,孙尚香,0
2001870,曹植,0
2001871,马超,0
2001872,张飞,0
2001873,关银屏,0
2001874,刘备,0
2001875,诸葛亮,0
2001876,张苞,0
2001877,赵云,0
2001878,刘备,0
2001879,荀彧,0
2001880,关羽,0
2001881,王异,0
2001882,许褚,0
2001883,甄姬,0
2001884,张辽,0
2001885,辛宪英,0
2001886,孙策,0
2001887,大乔,0
2001888,太史慈,0
2001889,周瑜,0
2001890,鲁肃,0
2001891,孙权,0
2001892,小乔,0
2001893,刘备,0
2001894,孙鲁育,0
2001895,太史慈,0
2001896,墨子,0
2001897,嬴政,0
2001898,周瑜,0
2001899,刘备,0
2001900,鲁肃,0
2001901,廖化,0
2001902,法正,0
2001903,曹洪,0
2001904,马忠,0
2001905,曹植,0
2001906,诸葛瑾,0
2001907,卞喜,0
2001908,马谡,0
2001909,孙尚香,0
2001910,韩当,0
2001911,韩当,0
2001912,韩当,0
2001913,孙尚香,0
2001914,马谡,0
2001915,马忠,0
2001916,廖化,0
2001917,杨修,0
2001918,蒋干,0
2001919,孙尚香,0
2001920,曹植,0
2001921,徐晃,0
2001922,嬴政,0
2001923,荀彧,0
2001924,刘备,0
2001925,张辽,0
2001926,张飞,0
2001927,赵云,0
2001928,刘备,0
2001929,诸葛亮,0
2001930,马岱,0
2001931,王异,0
2001932,张苞,0
2001933,关羽,0
2001934,蔡文姬,0
2001935,诸葛亮,0
2001936,孙策,0
2001937,徐盛,0
2001938,李儒,0
2001939,周瑜,0
2001940,鲁肃,0
2001941,西施,0
2001942,关羽,0
2001943,刘备,0
2001944,蔡文姬,0
2001945,太史慈,0
2001946,嬴政,0
2001947,吕布,0
2001948,蔡文姬,0
2001949,袁术,0
2001950,貂蝉,0
2001951,廖化,0
2001952,法正,0
2001953,曹洪,0
2001954,马忠,0
2001955,曹植,0
2001956,诸葛瑾,0
2001957,卞喜,0
2001958,马谡,0
2001959,孙尚香,0
2001960,韩当,0
2001961,韩当,0
2001962,韩当,0
2001963,孙尚香,0
2001964,马谡,0
2001965,马忠,0
2001966,廖化,0
2001967,杨修,0
2001968,蒋干,0
2001969,孙尚香,0
2001970,曹植,0
2001971,马超,0
2001972,张飞,0
2001973,关银屏,0
2001974,刘备,0
2001975,诸葛亮,0
2001976,张苞,0
2001977,赵云,0
2001978,刘备,0
2001979,荀彧,0
2001980,关羽,0
2001981,王异,0
2001982,许褚,0
2001983,甄姬,0
2001984,张辽,0
2001985,辛宪英,0
2001986,孙策,0
2001987,大乔,0
2001988,太史慈,0
2001989,周瑜,0
2001990,鲁肃,0
2001991,孙权,0
2001992,小乔,0
2001993,刘备,0
2001994,孙鲁育,0
2001995,太史慈,0
2001996,嬴政,0
2001997,吕布,0
2001998,蔡文姬,0
2001999,诸葛亮,0
2002000,关羽,0
2002001,廖化,0
2002002,法正,0
2002003,曹洪,0
2002004,马忠,0
2002005,曹植,0
2002006,诸葛瑾,0
2002007,卞喜,0
2002008,马谡,0
2002009,孙尚香,0
2002010,韩当,0
2002011,韩当,0
2002012,韩当,0
2002013,孙尚香,0
2002014,马谡,0
2002015,马忠,0
2002016,廖化,0
2002017,杨修,0
2002018,蒋干,0
2002019,孙尚香,0
2002020,曹植,0
2002021,马超,0
2002022,张飞,0
2002023,关银屏,0
2002024,刘备,0
2002025,诸葛亮,0
2002026,张苞,0
2002027,赵云,0
2002028,刘备,0
2002029,荀彧,0
2002030,关羽,0
2002031,王异,0
2002032,许褚,0
2002033,甄姬,0
2002034,张辽,0
2002035,辛宪英,0
2002036,孙策,0
2002037,大乔,0
2002038,太史慈,0
2002039,周瑜,0
2002040,鲁肃,0
2002041,孙权,0
2002042,小乔,0
2002043,刘备,0
2002044,孙鲁育,0
2002045,太史慈,0
2002046,嬴政,0
2002047,关羽,0
2002048,袁术,0
2002049,蔡文姬,0
2002050,诸葛亮,0
2002051,廖化,0
2002052,法正,0
2002053,曹洪,0
2002054,马忠,0
2002055,曹植,0
2002056,诸葛瑾,0
2002057,卞喜,0
2002058,马谡,0
2002059,孙尚香,0
2002060,韩当,0
2002061,韩当,0
2002062,韩当,0
2002063,孙尚香,0
2002064,马谡,0
2002065,马忠,0
2002066,廖化,0
2002067,杨修,0
2002068,蒋干,0
2002069,孙尚香,0
2002070,曹植,0
2002071,徐晃,0
2002072,张春华,0
2002073,孙鲁育,0
2002074,甄姬,0
2002075,典韦,0
2002076,张苞,0
2002077,赵云,0
2002078,刘备,0
2002079,荀彧,0
2002080,马岱,0
2002081,王异,0
2002082,张苞,0
2002083,张辽,0
2002084,辛宪英,0
2002085,刘备,0
2002086,小乔,0
2002087,徐盛,0
2002088,李儒,0
2002089,周瑜,0
2002090,太史慈,0
2002091,西施,0
2002092,鲁肃,0
2002093,刘备,0
2002094,嬴政,0
2002095,诸葛亮,0
2002096,孙策,0
2002097,刘备,0
2002098,孙鲁育,0
2002099,蔡文姬,0
2002100,张辽,0
2002101,廖化,0
2002102,法正,0
2002103,曹洪,0
2002104,马忠,0
2002105,曹植,0
2002106,诸葛瑾,0
2002107,卞喜,0
2002108,马谡,0
2002109,孙尚香,0
2002110,韩当,0
2002111,韩当,0
2002112,韩当,0
2002113,孙尚香,0
2002114,马谡,0
2002115,马忠,0
2002116,廖化,0
2002117,杨修,0
2002118,蒋干,0
2002119,孙尚香,0
2002120,曹植,0
2002121,马超,0
2002122,张飞,0
2002123,关银屏,0
2002124,刘备,0
2002125,诸葛亮,0
2002126,张苞,0
2002127,赵云,0
2002128,刘备,0
2002129,荀彧,0
2002130,关羽,0
2002131,王异,0
2002132,许褚,0
2002133,甄姬,0
2002134,张辽,0
2002135,辛宪英,0
2002136,孙策,0
2002137,大乔,0
2002138,太史慈,0
2002139,周瑜,0
2002140,鲁肃,0
2002141,孙权,0
2002142,小乔,0
2002143,刘备,0
2002144,孙鲁育,0
2002145,太史慈,0
2002146,墨子,0
2002147,嬴政,0
2002148,周瑜,0
2002149,刘备,0
2002150,鲁肃,0
2002151,廖化,0
2002152,法正,0
2002153,曹洪,0
2002154,马忠,0
2002155,曹植,0
2002156,诸葛瑾,0
2002157,卞喜,0
2002158,马谡,0
2002159,孙尚香,0
2002160,韩当,0
2002161,韩当,0
2002162,韩当,0
2002163,孙尚香,0
2002164,马谡,0
2002165,马忠,0
2002166,廖化,0
2002167,杨修,0
2002168,蒋干,0
2002169,孙尚香,0
2002170,曹植,0
2002171,徐晃,0
2002172,嬴政,0
2002173,荀彧,0
2002174,刘备,0
2002175,张辽,0
2002176,张飞,0
2002177,赵云,0
2002178,刘备,0
2002179,诸葛亮,0
2002180,马岱,0
2002181,王异,0
2002182,张苞,0
2002183,关羽,0
2002184,蔡文姬,0
2002185,诸葛亮,0
2002186,孙策,0
2002187,徐盛,0
2002188,李儒,0
2002189,周瑜,0
2002190,鲁肃,0
2002191,西施,0
2002192,关羽,0
2002193,刘备,0
2002194,蔡文姬,0
2002195,太史慈,0
2002196,嬴政,0
2002197,吕布,0
2002198,蔡文姬,0
2002199,袁术,0
2002200,貂蝉,0
2002201,廖化,0
2002202,法正,0
2002203,曹洪,0
2002204,马忠,0
2002205,曹植,0
2002206,诸葛瑾,0
2002207,卞喜,0
2002208,马谡,0
2002209,孙尚香,0
2002210,韩当,0
2002211,韩当,0
2002212,韩当,0
2002213,孙尚香,0
2002214,马谡,0
2002215,马忠,0
2002216,廖化,0
2002217,杨修,0
2002218,蒋干,0
2002219,孙尚香,0
2002220,曹植,0
2002221,马超,0
2002222,张飞,0
2002223,关银屏,0
2002224,刘备,0
2002225,诸葛亮,0
2002226,张苞,0
2002227,赵云,0
2002228,刘备,0
2002229,荀彧,0
2002230,关羽,0
2002231,王异,0
2002232,许褚,0
2002233,甄姬,0
2002234,张辽,0
2002235,辛宪英,0
2002236,孙策,0
2002237,大乔,0
2002238,太史慈,0
2002239,周瑜,0
2002240,鲁肃,0
2002241,孙权,0
2002242,小乔,0
2002243,刘备,0
2002244,孙鲁育,0
2002245,太史慈,0
2002246,嬴政,0
2002247,吕布,0
2002248,蔡文姬,0
2002249,诸葛亮,0
2002250,关羽,0
2002251,廖化,0
2002252,法正,0
2002253,曹洪,0
2002254,马忠,0
2002255,曹植,0
2002256,诸葛瑾,0
2002257,卞喜,0
2002258,马谡,0
2002259,孙尚香,0
2002260,韩当,0
2002261,韩当,0
2002262,韩当,0
2002263,孙尚香,0
2002264,马谡,0
2002265,马忠,0
2002266,廖化,0
2002267,杨修,0
2002268,蒋干,0
2002269,孙尚香,0
2002270,曹植,0
2002271,马超,0
2002272,张飞,0
2002273,关银屏,0
2002274,刘备,0
2002275,诸葛亮,0
2002276,张苞,0
2002277,赵云,0
2002278,刘备,0
2002279,荀彧,0
2002280,关羽,0
2002281,王异,0
2002282,许褚,0
2002283,甄姬,0
2002284,张辽,0
2002285,辛宪英,0
2002286,孙策,0
2002287,大乔,0
2002288,太史慈,0
2002289,周瑜,0
2002290,鲁肃,0
2002291,孙权,0
2002292,小乔,0
2002293,刘备,0
2002294,孙鲁育,0
2002295,太史慈,0
2002296,嬴政,0
2002297,关羽,0
2002298,袁术,0
2002299,蔡文姬,0
2002300,诸葛亮,0
2002301,廖化,0
2002302,法正,0
2002303,曹洪,0
2002304,马忠,0
2002305,曹植,0
2002306,诸葛瑾,0
2002307,卞喜,0
2002308,马谡,0
2002309,孙尚香,0
2002310,韩当,0
2002311,韩当,0
2002312,韩当,0
2002313,孙尚香,0
2002314,马谡,0
2002315,马忠,0
2002316,廖化,0
2002317,杨修,0
2002318,蒋干,0
2002319,孙尚香,0
2002320,曹植,0
2002321,徐晃,0
2002322,张春华,0
2002323,孙鲁育,0
2002324,甄姬,0
2002325,典韦,0
2002326,张苞,0
2002327,赵云,0
2002328,刘备,0
2002329,荀彧,0
2002330,马岱,0
2002331,王异,0
2002332,张苞,0
2002333,张辽,0
2002334,辛宪英,0
2002335,刘备,0
2002336,小乔,0
2002337,徐盛,0
2002338,李儒,0
2002339,周瑜,0
2002340,太史慈,0
2002341,西施,0
2002342,鲁肃,0
2002343,刘备,0
2002344,嬴政,0
2002345,诸葛亮,0
2002346,孙策,0
2002347,刘备,0
2002348,孙鲁育,0
2002349,蔡文姬,0
2002350,张辽,0
2002351,廖化,0
2002352,法正,0
2002353,曹洪,0
2002354,马忠,0
2002355,曹植,0
2002356,诸葛瑾,0
2002357,卞喜,0
2002358,马谡,0
2002359,孙尚香,0
2002360,韩当,0
2002361,韩当,0
2002362,韩当,0
2002363,孙尚香,0
2002364,马谡,0
2002365,马忠,0
2002366,廖化,0
2002367,杨修,0
2002368,蒋干,0
2002369,孙尚香,0
2002370,曹植,0
2002371,马超,0
2002372,张飞,0
2002373,关银屏,0
2002374,刘备,0
2002375,诸葛亮,0
2002376,张苞,0
2002377,赵云,0
2002378,刘备,0
2002379,荀彧,0
2002380,关羽,0
2002381,王异,0
2002382,许褚,0
2002383,甄姬,0
2002384,张辽,0
2002385,辛宪英,0
2002386,孙策,0
2002387,大乔,0
2002388,太史慈,0
2002389,周瑜,0
2002390,鲁肃,0
2002391,孙权,0
2002392,小乔,0
2002393,刘备,0
2002394,孙鲁育,0
2002395,太史慈,0
2002396,墨子,0
2002397,嬴政,0
2002398,周瑜,0
2002399,刘备,0
2002400,鲁肃,0
2002401,廖化,0
2002402,法正,0
2002403,曹洪,0
2002404,马忠,0
2002405,曹植,0
2002406,诸葛瑾,0
2002407,卞喜,0
2002408,马谡,0
2002409,孙尚香,0
2002410,韩当,0
2002411,韩当,0
2002412,韩当,0
2002413,孙尚香,0
2002414,马谡,0
2002415,马忠,0
2002416,廖化,0
2002417,杨修,0
2002418,蒋干,0
2002419,孙尚香,0
2002420,曹植,0
2002421,徐晃,0
2002422,嬴政,0
2002423,荀彧,0
2002424,刘备,0
2002425,张辽,0
2002426,张飞,0
2002427,赵云,0
2002428,刘备,0
2002429,诸葛亮,0
2002430,马岱,0
2002431,王异,0
2002432,张苞,0
2002433,关羽,0
2002434,蔡文姬,0
2002435,诸葛亮,0
2002436,孙策,0
2002437,徐盛,0
2002438,李儒,0
2002439,周瑜,0
2002440,鲁肃,0
2002441,西施,0
2002442,关羽,0
2002443,刘备,0
2002444,蔡文姬,0
2002445,太史慈,0
2002446,嬴政,0
2002447,吕布,0
2002448,蔡文姬,0
2002449,袁术,0
2002450,貂蝉,0
2002451,廖化,0
2002452,法正,0
2002453,曹洪,0
2002454,马忠,0
2002455,曹植,0
2002456,诸葛瑾,0
2002457,卞喜,0
2002458,马谡,0
2002459,孙尚香,0
2002460,韩当,0
2002461,韩当,0
2002462,韩当,0
2002463,孙尚香,0
2002464,马谡,0
2002465,马忠,0
2002466,廖化,0
2002467,杨修,0
2002468,蒋干,0
2002469,孙尚香,0
2002470,曹植,0
2002471,马超,0
2002472,张飞,0
2002473,关银屏,0
2002474,刘备,0
2002475,诸葛亮,0
2002476,张苞,0
2002477,赵云,0
2002478,刘备,0
2002479,荀彧,0
2002480,关羽,0
2002481,王异,0
2002482,许褚,0
2002483,甄姬,0
2002484,张辽,0
2002485,辛宪英,0
2002486,孙策,0
2002487,大乔,0
2002488,太史慈,0
2002489,周瑜,0
2002490,鲁肃,0
2002491,孙权,0
2002492,小乔,0
2002493,刘备,0
2002494,孙鲁育,0
2002495,太史慈,0
2002496,嬴政,0
2002497,吕布,0
2002498,蔡文姬,0
2002499,诸葛亮,0
2002500,关羽,0
2002501,廖化,0
2002502,法正,0
2002503,曹洪,0
2002504,马忠,0
2002505,曹植,0
2002506,诸葛瑾,0
2002507,卞喜,0
2002508,马谡,0
2002509,孙尚香,0
2002510,韩当,0
2002511,韩当,0
2002512,韩当,0
2002513,孙尚香,0
2002514,马谡,0
2002515,马忠,0
2002516,廖化,0
2002517,杨修,0
2002518,蒋干,0
2002519,孙尚香,0
2002520,曹植,0
2002521,马超,0
2002522,张飞,0
2002523,关银屏,0
2002524,刘备,0
2002525,诸葛亮,0
2002526,张苞,0
2002527,赵云,0
2002528,刘备,0
2002529,荀彧,0
2002530,关羽,0
2002531,王异,0
2002532,许褚,0
2002533,甄姬,0
2002534,张辽,0
2002535,辛宪英,0
2002536,孙策,0
2002537,大乔,0
2002538,太史慈,0
2002539,周瑜,0
2002540,鲁肃,0
2002541,孙权,0
2002542,小乔,0
2002543,刘备,0
2002544,孙鲁育,0
2002545,太史慈,0
2002546,嬴政,0
2002547,关羽,0
2002548,袁术,0
2002549,蔡文姬,0
2002550,诸葛亮,0
2002551,廖化,0
2002552,法正,0
2002553,曹洪,0
2002554,马忠,0
2002555,曹植,0
2002556,诸葛瑾,0
2002557,卞喜,0
2002558,马谡,0
2002559,孙尚香,0
2002560,韩当,0
2002561,韩当,0
2002562,韩当,0
2002563,孙尚香,0
2002564,马谡,0
2002565,马忠,0
2002566,廖化,0
2002567,杨修,0
2002568,蒋干,0
2002569,孙尚香,0
2002570,曹植,0
2002571,徐晃,0
2002572,张春华,0
2002573,孙鲁育,0
2002574,甄姬,0
2002575,典韦,0
2002576,张苞,0
2002577,赵云,0
2002578,刘备,0
2002579,荀彧,0
2002580,马岱,0
2002581,王异,0
2002582,张苞,0
2002583,张辽,0
2002584,辛宪英,0
2002585,刘备,0
2002586,小乔,0
2002587,徐盛,0
2002588,李儒,0
2002589,周瑜,0
2002590,太史慈,0
2002591,西施,0
2002592,鲁肃,0
2002593,刘备,0
2002594,嬴政,0
2002595,诸葛亮,0
2002596,孙策,0
2002597,刘备,0
2002598,孙鲁育,0
2002599,蔡文姬,0
2002600,张辽,0
2002601,廖化,0
2002602,法正,0
2002603,曹洪,0
2002604,马忠,0
2002605,曹植,0
2002606,诸葛瑾,0
2002607,卞喜,0
2002608,马谡,0
2002609,孙尚香,0
2002610,韩当,0
2002611,韩当,0
2002612,韩当,0
2002613,孙尚香,0
2002614,马谡,0
2002615,马忠,0
2002616,廖化,0
2002617,杨修,0
2002618,蒋干,0
2002619,孙尚香,0
2002620,曹植,0
2002621,马超,0
2002622,张飞,0
2002623,关银屏,0
2002624,刘备,0
2002625,诸葛亮,0
2002626,张苞,0
2002627,赵云,0
2002628,刘备,0
2002629,荀彧,0
2002630,关羽,0
2002631,王异,0
2002632,许褚,0
2002633,甄姬,0
2002634,张辽,0
2002635,辛宪英,0
2002636,孙策,0
2002637,大乔,0
2002638,太史慈,0
2002639,周瑜,0
2002640,鲁肃,0
2002641,孙权,0
2002642,小乔,0
2002643,刘备,0
2002644,孙鲁育,0
2002645,太史慈,0
2002646,墨子,0
2002647,嬴政,0
2002648,周瑜,0
2002649,刘备,0
2002650,鲁肃,0
2002651,廖化,0
2002652,法正,0
2002653,曹洪,0
2002654,马忠,0
2002655,曹植,0
2002656,诸葛瑾,0
2002657,卞喜,0
2002658,马谡,0
2002659,孙尚香,0
2002660,韩当,0
2002661,韩当,0
2002662,韩当,0
2002663,孙尚香,0
2002664,马谡,0
2002665,马忠,0
2002666,廖化,0
2002667,杨修,0
2002668,蒋干,0
2002669,孙尚香,0
2002670,曹植,0
2002671,徐晃,0
2002672,嬴政,0
2002673,荀彧,0
2002674,刘备,0
2002675,张辽,0
2002676,张飞,0
2002677,赵云,0
2002678,刘备,0
2002679,诸葛亮,0
2002680,马岱,0
2002681,王异,0
2002682,张苞,0
2002683,关羽,0
2002684,蔡文姬,0
2002685,诸葛亮,0
2002686,孙策,0
2002687,徐盛,0
2002688,李儒,0
2002689,周瑜,0
2002690,鲁肃,0
2002691,西施,0
2002692,关羽,0
2002693,刘备,0
2002694,蔡文姬,0
2002695,太史慈,0
2002696,嬴政,0
2002697,吕布,0
2002698,蔡文姬,0
2002699,袁术,0
2002700,貂蝉,0
2002701,廖化,0
2002702,法正,0
2002703,曹洪,0
2002704,马忠,0
2002705,曹植,0
2002706,诸葛瑾,0
2002707,卞喜,0
2002708,马谡,0
2002709,孙尚香,0
2002710,韩当,0
2002711,韩当,0
2002712,韩当,0
2002713,孙尚香,0
2002714,马谡,0
2002715,马忠,0
2002716,廖化,0
2002717,杨修,0
2002718,蒋干,0
2002719,孙尚香,0
2002720,曹植,0
2002721,马超,0
2002722,张飞,0
2002723,关银屏,0
2002724,刘备,0
2002725,诸葛亮,0
2002726,张苞,0
2002727,赵云,0
2002728,刘备,0
2002729,荀彧,0
2002730,关羽,0
2002731,王异,0
2002732,许褚,0
2002733,甄姬,0
2002734,张辽,0
2002735,辛宪英,0
2002736,孙策,0
2002737,大乔,0
2002738,太史慈,0
2002739,周瑜,0
2002740,鲁肃,0
2002741,孙权,0
2002742,小乔,0
2002743,刘备,0
2002744,孙鲁育,0
2002745,太史慈,0
2002746,嬴政,0
2002747,吕布,0
2002748,蔡文姬,0
2002749,诸葛亮,0
2002750,关羽,0
2002751,廖化,0
2002752,法正,0
2002753,曹洪,0
2002754,马忠,0
2002755,曹植,0
2002756,诸葛瑾,0
2002757,卞喜,0
2002758,马谡,0
2002759,孙尚香,0
2002760,韩当,0
2002761,韩当,0
2002762,韩当,0
2002763,孙尚香,0
2002764,马谡,0
2002765,马忠,0
2002766,廖化,0
2002767,杨修,0
2002768,蒋干,0
2002769,孙尚香,0
2002770,曹植,0
2002771,马超,0
2002772,张飞,0
2002773,关银屏,0
2002774,刘备,0
2002775,诸葛亮,0
2002776,张苞,0
2002777,赵云,0
2002778,刘备,0
2002779,荀彧,0
2002780,关羽,0
2002781,王异,0
2002782,许褚,0
2002783,甄姬,0
2002784,张辽,0
2002785,辛宪英,0
2002786,孙策,0
2002787,大乔,0
2002788,太史慈,0
2002789,周瑜,0
2002790,鲁肃,0
2002791,孙权,0
2002792,小乔,0
2002793,刘备,0
2002794,孙鲁育,0
2002795,太史慈,0
2002796,嬴政,0
2002797,关羽,0
2002798,袁术,0
2002799,蔡文姬,0
2002800,诸葛亮,0
2002801,廖化,0
2002802,法正,0
2002803,曹洪,0
2002804,马忠,0
2002805,曹植,0
2002806,诸葛瑾,0
2002807,卞喜,0
2002808,马谡,0
2002809,孙尚香,0
2002810,韩当,0
2002811,韩当,0
2002812,韩当,0
2002813,孙尚香,0
2002814,马谡,0
2002815,马忠,0
2002816,廖化,0
2002817,杨修,0
2002818,蒋干,0
2002819,孙尚香,0
2002820,曹植,0
2002821,徐晃,0
2002822,张春华,0
2002823,孙鲁育,0
2002824,甄姬,0
2002825,典韦,0
2002826,张苞,0
2002827,赵云,0
2002828,刘备,0
2002829,荀彧,0
2002830,马岱,0
2002831,王异,0
2002832,张苞,0
2002833,张辽,0
2002834,辛宪英,0
